id,1,2,3,4,5,6,7,8,9,10,11,12,comments
2949919,10,10,5,5,5,5,10,5,10,10,10,8,"For criteria 8, your player sinks into the platform and falls with time. I have cut 5 marks for this. For criteria 12, I have cut two marks because your bar is really small and does not show the speed well enough because of its small size."
